translatedText,text
esighi ike,frailty
mgbakasị,fray
fray,frayed
enweghị isi,frivolous
ntu oyi,frostbite
ụfụfụ,froth
ero,fungus
ọchị,funk
gaby,gaby
osisi,gallows
ịgba chaa chaa,gamble
onye na -agba chaa chaa,gambler
ịgba chaa chaa,gambling
òtù ọjọọ,gang
mmụọ,gaol
oghere,gap
chọọ ya mma,garnish
gbuo,gash
na -eku ume,gasping
mwepu,gaunt
ndị ọma,gent
geriatric,geriatric
dị egwu,ghostly
mmiri mmiri,glacial
na -enwu enwu,glaring
iribiga nri ókè,gluttony
gnome,gnome
goblin,goblin
onye na -adịghị asọpụrụ Chineke,godless
gonorrhea,gonorrhea
goo,goo
egwu,gore
ọzara,gorge
ozodimgba,gorilla
gory,gory
gouge,gouge
gout,gout
ọchịchị,government
jidere,grab
ijide,grasping
grated,grated
bọmbụ,grenade
unyi,grime
dị njọ,grimy
egweri,grinding
grizzly,grizzly
na -asụ ude,groan
na -asọ asọ,grope
tọrọ ntọala,grounded
na -eti mkpu,growling
okpuru,guerilla
guillotine,guillotine
aghụghọ,guise
gull,gull
gush,gush
na -agbagharị,guzzling
gypsy,gypsy
igwe,hag
akụ mmiri igwe,hail
keajiaji,hairy
ọkara,halfway
nkwụsị,halter
nkwụsị,halting
apata ụkwụ,hamstring
nkwarụ,handicap
nghọta,hanging
onye mkpori ndụ,hangman
onye na -ekwu okwu,harbinger
ekweghị ekwe,hardness
akwụna,harlot
na -ama jijiji,harrowing
harry,harry
isi ike,harshness
hash,hash
hashish,hashish
isi,heady
ịnụ ihe,hearing
nụ,hearsay
na -ege nti,hearse
obi mgbawa,heartache
nrekasi obi,heartburn
nnukwu,heavily
hedonism,hedonism
ikiri ụkwụ,heel
gbagowe,heighten
hellish,hellish
ọbara ọgbụgba,hemorrhage
hemorrhoid,hemorrhoids
hermaphrodite,hermaphrodite
heroin,heroin
herpes,herpes
ọrịa herpes,herpesvirus
obi abụọ,hesitation
zoro ezo,hidden
nke kachasi elu,highest
na -egbochi,hindering
hippie,hippie
kụrụ,hit
ruo ugbu a,hitherto
ekwo Ekwo,hive
keesighi ike,hoarse
hoary,hoary
hobo,hobo
ezi,hog
Oké mgbukpọ,holocaust
enweghị ebe obibi,homeless
igbu mmadu,homicidal
igbu ọchụ,homicide
idina ụdị onwe,homosexuality
mkpuchi,hood
risịrị,hooked
kpoo,hoot
jọgburu onwe ya,horribly
egwu,horror
egwu,horrors
tie mkpu,howl
gbuo,huff
ịdị umeala n'obi,humble
humbug,humbug
nko,hunch
agụụ na -agụ,hungry
dinta,hunter
ịchụ nta,hunting
ajọ ifufe,hurricane
mee ọsọ ọsọ,hurried
osisi,hydra
hydrocephalus,hydrocephalus
ikwubiga okwu ókè,hyperbole
onye nzuzu,idler
ikpere arụsị,idolatry
mmebi iwu,illegality
agụghị akwụkwọ,illegible
i imomi,imitated
nitationomi,imitation
akabeghị aka,immaturity
ozugbo,immediately
ntụpọ,impairment
agaghi agafe,impassable
impeachment,impeachment
ipersonomi,impersonate
npersonomi,impersonation
enweghi ike,impotence
jide,impound
agaghị ekwe omume,impracticable
nyocha,imputation
enweghi ike iru,inaccessible
arụghị ọrụ,inactivity
inadmissible,inadmissible
enweghị ike itinye ya,inapplicable
akpachapụghị anya,inattention
enweghị atụ,incalculable
enweghi ike,incapacity
mkporo,incarceration
adịghị ama ama,incase
mmekọ nwoke na nwoke,incest
onye ikwu,incestuous
nsure ọkụ,incineration
ego,income
ezughi oke,incompleteness
mkpasu iwe,incrimination
incubus,incubus
tinye,incur
enweghi ngwọta,incurable
mwakpo,incursion
kwụọ ụgwọ,indemnify
indenture,indenture
bo ebubo,indict
ebubo,indictment
adighi ike,indistinct
inert,inert
enweghị nkọwa,inexplicable
igbu nwa,infanticide
na -amụ nwa,infantile
infarct,infarct
oria,infect
na -efe efe,infectious
inferno,inferno
amughi nwa,infertility
infestation,infestation
ekwesịghị ntụkwasị obi,infidelity
nbata,infiltration
adịghị ike,infirmity
onu oriri,inflation
mwakpo,infliction
mmetụta,influence
influenza,influenza
onye ozi,informer
ugboro ugboro,infrequently
iwu,injunction
onye nga,inmate
arụghị ọrụ,inoperative
enweghị isi,insolvency
mkpali,instigation
onye na -enupụ isi,insurgent
etiti,inter
nkwụsịtụ,interdiction
nkwụsị,interment
enweghi ngwụcha,interminable
ntinye aka,intervention
mgbali,intestate
anagideghi ihe,intolerant
mmanya na -egbu,intoxicated
aghụghọ,intrigue
onye mwakpo,intruder
wakporo,invade
abaghị uru,invalidation
mbuso agha,invasion
ntinye aka,involution
ígwè,irons
mkparị,irreverent
a na -apụghị ịgbagha agbagha,irrevocable
mgbakasị,irritability
nga,jail
jargon,jargon
jaundice,jaundice
john,john
jornada,jornada
gbagharịa,jumble
ike,junta
ntorobịa,juvenile
anụ,kern
igba,kick
tọọrọ,kidnap
egbe,kite
ikpere,knell
rụọ ọrụ,labored
na -agwụ ike,laborious
labyrinth,labyrinth
lace,lace
kwajuru,laden
ulo,lair
mbuze,landslide
na -ata ahụhụ,languishing
okwu nzuzu,larceny
ogwe aka,lash
mbubreyo,late
lateness,lateness
zoro ezo,latent
ụlọ mposi,latrines
lava,lava
ọkàiwu,lawyer
lax,lax
na -egbu mgbu,laxative
leeki,leeches
ekpenta,leprosy
nwanyị nwere mmasị nwanyị,lesbian
belata,lessen
nke nta,lesser
leukemia,leukemia
ụtụ isi,levy
njikọ,liaison
ikwuto,libel
onye na -emesapụ aka,liberal
rie,lick
lint,lint
mmanya,liquor
onye ịgba akwụkwọ,litigant
ịgba akwụkwọ,litigate
mkpofu,litter
ogbe achịcha,loaf
ogbe achịcha,loafer
onye na -ekwu okwu,lobbyist
mkpọchi,lockup
igurube,locust
dị elu,lofty
loo,loo
loon,loon
loony,loony
onyenwe,lord
mkpọtụ,loudness
ezumike,lounge
igwu,louse
ala,lower
na -ewedata,lowering
ala dị larịị,lowlands
osisi osisi,lumbering
akpụ,lump
nzuzu,lunacy
lush,lush
agụụ ihe ọjọọ,lust
nke na -agụ agụụ,lustful
gbuo,lynch
nwanyị,mace
mafia,mafia
ikpuru,maggot
emezi,makeshift
ịba,malaria
malfeasance,malfeasance
malformation,malformation
ajọ ọrịa,malignancy
omume ezighi ezi,malpractice
mandamus,mandamus
nri,mange
igbu mmadu,manslaughter
nsị,manure
oke,margin
maroon,maroon
martingale,martingale
onye martyr,martyr
masochism,masochism
ịhụ ihe onwunwe n'anya,materialism
onye hụrụ ihe onwunwe n'anya,materialist
nne,maternal
na -atụ egwu,meandering
akpịrịkpa,measles
melancholic,melancholic
melee,melee
melodrama,melodrama
mercenary,mercenary
metastasis,metastasis
methanol,methanol
midwife,midwife
mildew,mildew
ndị agha,militia
na -eicomi,mimicry
wedata,minimize
opekempe,minimum
ndi pere mpe,minority
ime ọpụpụ,miscarriage
omume ọjọọ,misconduct
nkọwa na -akọwahie,misinterpretation
ejighi oru,mismanagement
ekwekọghị,mismatch
aha ọjọọ,misnomer
emehie,misplace
emehiere,misplaced
akọwaghị ya,misrepresented
mite,mite
ìgwè mmadụ,mob
monochrome,monochrome
monopolist,monopolist
udu mmiri,monsoon
ọrịa,morbidity
ebe a na -edebe ozu,morgue
nri nri,morsel
na -anwụ anwụ,mortal
onwu,mortality
ụlọ ozu,mortuary
anwụnta,mosquito
nne,mother
ugwuru,muck
apịtị,mud
muddled,muddled
muf,muff
Foto Ụlọ Nga,mug
ịnyịnya ibu,mule
nne,mum
imi,mumble
akpa oke,mumps
muss,muss
mutant,mutant
belatara,mutilated
ibi ugwu,mutilation
mpako,mutiny
na -atamu ntamu,mutter
imi,muzzle
myopia,myopia
nab,nab
nadir,nadir
enweghi aha,nameless
nappy,nappy
ọgwụ ọjọọ,narcotic
ọgbụgbọ,nausea
afọ ọsịsa,nauseous
mba,nay
mkpa,needful
nleghara anya,negligently
negro,negro
ọzọ,nether
neuralgia,neuralgia
neurosis,neurosis
nicotine,nicotine
nihiism,nihilism
nrube isi,noncompliance
nzuzu,nonsensical
ezi,noose
ihe efu,nothingness
nul,nul
tufuo,nullify
ụfụ,numbness
nọn,nun
okwu,oaf
oke ibu,obesity
obi,obi
obit,obit
obituary,obituary
iwu,oblige
obligor,obligor
mkpochapu,obliteration
nchefu,oblivion
ihe mgbochi,obstructive
anwansi,occult
jọgburu onwe ya,odious
mmejọ,offense
pụọ,offhand
na -apụ,offing
ogre,ogre
olfactory,olfactory
oligarchy,oligarchy
omenala,omen
ike,omnipotence
onus,onus
ooze,ooze
opaque,opaque
arụ ọrụ,operatic
opiate,opiate
opium,opium
emegide,opposed
onye mmegbu,oppressor
orc,orc
ordnance,ordnance
ikekwe,ostensibly
chụpụ,oust
ụlọ,outhouse
dịpụrụ adịpụ,outlandish
pụtara ìhè,outstanding
obi ụtọ,ovation
karịrị akarị,overburden
jubiga ókè,overcast
nnyefere,overdose
o buru oke ibu,overestimated
jubiga ókè,overflow
toro oke,overgrown
karịrị akarị,overpowering
n'ihi,owing
oxidation,oxidation
nkwarụ,palsy
ọgbaghara,pandemic
ihe mgbu,pang
Nme,parade
mkpọnwụ,paralysis
ịkọwapụta,paraphrase
nkọwa,pare
icheoku,parrot
enweghị mmasị,parsimonious
passivity,passivity
kwachie,patch
patronizing,patronizing
patter,patter
pawn,pawn
ugwo,payment
peculiarities,peculiarities
onye ji ukwu aga,pedestrian
ntaramahụhụ,penal
ntinye,penetration
ụlọ mkpọrọ,penitentiary
mbibi,perdition
na -emebi emebi,perishable
alala n'iyi,perished
na -ala n'iyi,perishing
ebighi ebi,perpetuation
mgbagwoju anya,perturbation
pertussis,pertussis
pessimist,pessimist
ọrịa na -efe efe,pestilence
anụ ụlọ,pet
mmanụ ala,petroleum
phantom,phantom
phlegm,phlegm
pịkụl,pickle
nduru,pigeon
ikpo,piles
pimp,pimp
paini,pine
pinion,pinion
izu ohi,piracy
onye ohi mmiri,pirate
egbe,pistol
olulu,pitfall
ịkwa iko,plagiarism
onye gbara akwụkwọ,plaintiff
plated,plated
onye na -egwu egwu,player
ịkọ nkọ,plodding
gbadaa,plummet
mikpuo,plunge
ọrịa oyi,pneumonia
n'ịchụ nta,poaching
nsi,poisoning
poke,poke
okwu mkparị,polemic
polio,polio
mmetọ,pollution
ịlụ karịa otu nwanyị,polygamy
ịma mma,pomp
na -atụgharị uche,ponderous
gbapụta,pop
ebighi ebi,porcupine
ihe nkiri,porn
ihe na -akpali agụụ mmekọahụ,porno
ihe na -akpali agụụ mmekọahụ,pornographic
ihe na -akpali agụụ mmekọahụ,pornography
guzo,pose
nwere,possessed
ihe onwunwe,possession
nwụọ,posthumous
yigharia,postponement
paụnd,pound
egwu egwu,prank
mpaghara,precinct
afọ ime,pregnancy
ajọ mbunobi,prejudiced
ngosi,presentment
yiri ka,pretended
atụmatụ,pretensions
mgbochi,preventive
anụ oriri,prey
dị nkọ,prickly
mara,privy
mmefu,prodigal
mmụba,profusion
machibidoro,prohibited
mmachibido,prohibition
gbatịa,prolong
ịkwa iko,promiscuous
akwụna,prostitute
akwụna,prostitution
na -atụ egwu,prying
psychosis,psychosis
onye mgbasa ozi,publicist
afụ afụ,puffy
dị mkpụmkpụ,pungent
na -ata ahụhụ,punishing
ntaramahụhụ,punishment
pọgatrị,purgatory
kpochapu,purge
abu,pus
ịma jijiji,quagmire
nnụnụ kwel,quail
ịma jijiji,quell
ngwa ngwa,quicksilver
kwụsị,quit
akpa akụ,quiver
na -ama jijiji,quivering
ajụjụ,quiz
see okwu,quote
rabble,rabble
rabies,rabies
ogbe,rack
raketị,racket
radieshon,radiation
redioaktivu,radioactive
radon,radon
akwa,rags
mwakpo,raid
ebule,ram
na -ama jijiji,rambling
rancid,rancid
ihe mgbapụta,ransom
ndị raptors,raptors
oke,rat
ọkwa,rating
dị egwu,raucous
rave,rave
ravenous,ravenous
n'azụ,rear
onye nnupu isi,rebel
nkwughari,rebut
recidivism,recidivism
reflux,reflux
na -agbagha,refractory
usoro iwu,regulatory
agbamume,rein
melite,rekindle
mwepu,relegation
hapụ,relinquish
foduru,remains
nyeghachi,remand
mmezi,remedial
gbaghara,remiss
mwepụ,removal
wepu,remove
rencontre,rencontre
dọwaa,rend
onye nupu isi,renegade
onye nchighari,repellant
ọgwụ ọchụ,repellent
na -asọgharị,repelling
bipụta,reprint
mmegwara,reprisal
mba,republic
nchupu,repulsion
kagbuo,rescind
mgbapụ,rescission
iguzogide,resist
na -eguzogide,resistant
iguzogide,resisting
gbochie,restrain
mmegwara,retaliation
nkwụsị,retardation
ezumike nka,retirement
nzaghachi,retort
ndọpụ uche,retraction
mwepu,retrenchment
ntaramahụhụ,retribution
nwughari,retrograde
ntụgharị,reversal
ịtụte,revive
nkagbu,revocation
mgbanwe,revolution
mgbagharị,revolver
rheumatism,rheumatism
rickety,rickety
gbagọrọ agbagọ,riddled
égbè,rifle
rigor,rigor
siri ike,rigorous
ụda,ringer
ọgba aghara,riotous
ohi,robbery
rook,rook
na -ere ure,rotting
ike ike,roughness
ihe omume,rout
ahịrị,row
n'usoro,rowdy
mkpọmkpọ ebe,rubble
adighi ike,rugged
aghụghọ,ruse
saber,saber
àjà,sacrifices
sarcoma,sarcoma
satanic,satanic
jujuru afọ,saturated
skaab,scab
ihe mkpuchi,scaffold
scalpel,scalpel
pere mpe,scanty
egwu egwu,scarecrow
onye nchacha,scavenger
atụmatụ,scheme
esemokwu,schism
isi mgbaka,schizophrenia
sciatica,sciatica
akpị,scorpion
scotch,scotch
scrapie,scrapie
scrimmage,scrimmage
sikrob,scrub
nyochaa,scrutinize
nyocha,scrutiny
nyocha,sear
nkewa,secession
zoro ezo,secluded
mwepu,seclusion
ihe ejigoro,secondhand
nzuzo,secretion
ịrọ òtù,sectarian
rafuo,seduce
seduction,seduction
iche,segregate
ekewapụrụ,segregated
ijide,seize
ihe mmasi,sensual
nkewapụ,separatist
sepsis,sepsis
septic,septic
sequestration,sequestration
dị jụụ,serene
agwo,serpent
odibo,servant
jee ozi,serve
servile,servile
nsị mmiri,sewage
nsị mmiri,sewerage
shack,shack
nkpa olu,shackle
na -ama jijiji,shaking
shanghai,shanghai
wụsara,shed
shei,shell
echebere,shelved
agbapụ,shooting
ntụtụ,shoplifting
gbara,shot
chụpụ,shove
ngosi,showy
ịda mbà,shrink
daa mbà,shrunk
ịma jijiji,shudder
onye mmehie,sinner
na -emehie,sinning
sairin,siren
sissy,sissy
agbagọ,skewed
skid,skid
wuo,skip
esemokwu,skirmish
ogbi,slag
ụlọ ogbugbu,slaughterhouse
ogbugbu,slaughtering
gbuo,slay
ogbu mmadu,slayer
ụra,sleet
dị gịrịgịrị,slimy
slin,slink
ileghara,slip
slop,slop
slouch,slouch
nzuzu,slough
nwayọ,slowness
unyi,sludge
mkpọmkpọ ebe,slum
iwepụ,slush
pere mpe,small
tiwara,smashed
na -agbagharị,smattering
ọchị,smirk
tie,smite
onye na -ese anwụrụ,smoker
zoputa,smuggle
onye na -agba ọgwụ mgbochi,smuggler
ịzụ ahịa,smuggling
agwo,snake
na -eti mkpu,snarling
na -amị amị,sneaking
imi,sneeze
nzere,snide
sook,soak
onye na -elekọta mmadụ,socialist
ala,soil
ruru unyi,soiled
somatic,somatic
ntụ ntụ,soot
mgbaasị,sorcery
siri ike,sordid
dị iche,sortie
enweghị mkpụrụ obi,soulless
mkpụrụ obi,soulmate
spasm,spasm
gbụpụ,spat
ube,spear
speck,speck
ngosi,spectacle
onye nlele,specter
ụdịdị dị iche iche,spectral
ntule,speculation
nọrọ,spent
ọkpụkpụ azụ,spine
mgbasasị,splinter
onye na -apụnara mmadụ ihe,spoiler
kwuru,spoke
ogbo,sponge
mgbatị,sprain
spree,spree
sprite,sprite
na -atụ ụjọ,squall
onye nwucha,squatter
na -ama jijiji,squeamish
gbuo egbu,squelch
na -atụ n'anya,staggering
stalk,stalk
nkwụsị,standoff
na -ele anya,staring
anọghị,stationary
steve,stave
izu ohi,stealthy
akpali mmasị,sterile
amughi nwa,sterility
magburu onwe ya,sterling
nwụrụ anwụ,stillborn
na -esi isi,stinking
stint,stint
ebuka,stocks
okwute,stone
okwute,stoned
stool,stools
nkwụsị,stoppage
oké ifufe,storm
mkpara,straits
tọrọ atọ,stranded
kpafuo,stray
warara,strip
warara,stripe
yipụ,stripped
ọrịa strok,stroke
merie,subdue
isiokwu,subject
ịda ogbenye,subsidence
enyemaka,subsidy
ibi ndu,subsist
succulent,succulent
na -eku ume,suffocating
mwepu,suffocation
ịkpọ oku,summons
oke,supremacy
ịkwụ ụgwọ,surcharge
nzuzu,surly
na -atọgbọ,surrendering
gburugburu,surround
nkwusioru,suspension
swab,swab
apiti,swamp
apiti,swampy
swastika,swastika
swig,swig
ezì,swine
mmekọrịta,syncope
otu,synonymous
talons,talons
na -agbagwoju anya,tantalizing
igbu oge,tardiness
tarifu,tariff
chere,tarry
enweghi uto,tasteless
ụtụ isi,tax
njakịrị,teasing
tedium,tedium
afọ iri na ụma,teens
nhazi,tenement
Ọnụ,terminal
nchupu,termination
nkeji oge,termite
onye na -eyi ọha egwu,terrorist
tetanus,tetanus
tether,tether
izu ohi,theft
ozizi,theism
ọchịchị Chineke,theocratic
onye ohi,thief
akpiri nku,thirsty
ogwu,thorn
ntughari,thresh
ngwe,thump
égbè eluigwe,thundering
tiff,tiff
ndụmọdụ,tipsy
tirade,tirade
ike ọgwụgwụ,tiredness
tit,tit
toad,toad
ụtaba,tobacco
ụlọ mposi,toilet
ndọgbu,toils
anabataghị,tolerate
eze mgbu,toothache
torpedo,torpedo
egwu,torrid
ahụhụ,tort
na -ata ahụhụ,tortious
metụrụ aka,touched
siri ike,tough
nsị,toxin
trance,trance
ọnyà,trappings
afia,traps
ime na -eme,travail
emeso,treat
ọmajijiji,tremor
ujo,trepidation
njehie,trespass
mkpagbu,tribulation
ụlọikpe,tribunal
ihe efu,trifle
na -akụ aka,tripping
troll,troll
opi,trumpet
akpụ,tumour
ọgba aghara,tumult
ogba aghara,turbulence
twitch,twitch
ajọ ifufe,typhoon
ọnyá afọ,ulcer
enweghị akaụntụ,unaccountable
ejikọtaghị ya,unattached
enweghi ike iru,unattainable
enwetaghị ikike,unauthorized
nke a na -apụghị izere ezere,unavoidable
enweghị mmeri,unbeaten
ekweghi -ekwe,unbelief
amughi nwa,unborn
na -achịkwaghị achịkwa,unbridled
anwansi,uncanny
na -adịghị agbanwe agbanwe,unchangeable
enweghị mgbagha,unconscionable
amaghị ihe ọ bụla,unconscious
enweghị ike ịchịkwa,uncontrollable
ekwesighi,undesired
megharịa,undo
onye na -agụghị akwụkwọ,uneducated
mmegbu,unfairness
enweghị ụlọ,unfurnished
onye na -adịghị asọpụrụ Chineke,ungodly
adịghị ọcha,unholy
emepụtabeghị,unimproved
amaghị ihe,uninitiated
na -enweghị mmụọ,uninspired
n'amaghị ama,unintentionally
enweghị mmasị,uninterested
enweghị mmasị,uninteresting
enweghị ike ịchịkwa,unmanageable
onye na -edeghị akwụkwọ,unofficial
akwụghị ụgwọ,unpaid
enweghị nchekwa,unprotected
ebiputaghi,unpublished
ekwughị,unrequited
adịghị mma n'anya,unsightly
ekwesighi,unsuitable
agụghị,unsung
enweghị ọmịiko,unsympathetic
enweghị isi,untamed
edozighi,untidy
tọpụ,untie
akpọghị aha,untitled
ekwughi,untold
na -adịghị,untoward
na -azụghị,untrained
asachapụghị ya,unwashed
n'amaghị ama,unwitting
elu ugwu,uphill
urchin,urchin
weghaara,usurped
usury,usury
oghere,vacancy
efu,vacuous
vampire,vampire
fuo,vanished
varicella,varicella
ọrịa varicose,varicose
ahịhịa,vegetative
vendetta,vendetta
ikwu okwu,verbosity
verge,verge
ụmụ ahụhụ,vermin
vesos,versus
vertigo,vertigo
veto,veto
onye ojoo,villain
nleta,visitation
vixen,vixen
ugwu mgbawa,volcano
voodoo,voodoo
votu,vote
omume rụrụ arụ,vulgarity
udele,vulture
waffle,waffle
chere,wait
wan,wan
chọrọ,wanting
onye nlekọta,warden
ike,ware
wart,wart
mmiri mmiri,watery
ịma jijiji,waver
esighị ike,weakened
adịghị ike,weakly
eyi,wear
na -agwụ ike,wearily
ahihia,weeds
ibu ibu,weight
weirdo,weirdo
wen,wen
mgbu,wench
gbuo,whack
mkparị,whim
ụtarị,whip
oké ifufe,whirlwind
whiskey,whisky
anụ ọhịa,wildcat
ọkụ ọgbụgba,wildfire
kpachaara anya,willful
wimp,wimp
amoosu,witch
amoosu,witchcraft
wepu,withdraw
kpọnwụọ,wither
akpọnwụwo,withered
okwu,words
irighiri,worm
na -ese okwu,wrangling
mebiri,wrecked
sprench,wrench
mgba,wrestling
ime ihe ọjọọ,wrongdoing
wry,wry
xenophobia,xenophobia
njakịrị,yawning
agụụ,yearning
tie mkpu,yell
edo edo,yellows
mkpu,yelp
zip,zip
